"Tanggal","Hari","Nama Produk","Stok","Terjual"
"27/11/2025","Kamis","MEGA ORI","66","19"
"27/11/2025","Kamis","Dage SACU varian","45","20"
"27/11/2025","Kamis","Dage SACU Ori","38","15"
"27/11/2025","Kamis","Mendoan SACU Ori","58","50"
"27/11/2025","Kamis","Mendoan SACU Varian","116","65"
"27/11/2025","Kamis","Mendoan Sacu Bakar","47","32"
"27/11/2025","Kamis","FREE MAN BIG","112","9"
"27/11/2025","Kamis","SACU JUMBO","55","17"
"27/11/2025","Kamis","SACU JUMBO SADIS","99","44"
"28/11/2025","Jumat","GETUK ORI 1 KG","100","83"
"28/11/2025","Jumat","GETUK ORIGINAL 1/2KG","101","46"
"28/11/2025","Jumat","GETUK ORIGINAL 1/4KG","87","56"
"28/11/2025","Jumat","GETUK RASA/MIX 1 KG","79","59"
"28/11/2025","Jumat","GETUK RASA/MIX 1/2KG","42","12"
"28/11/2025","Jumat","GETUK RASA/MIX 1/4KG","69","40"
"28/11/2025","Jumat","GETUK RASA DURIAN 1KG","89","19"
"28/11/2025","Jumat","GETUK RASA DURIAN 1/2KG","55","2"
"28/11/2025","Jumat","GETUK RASA DURIAN 1/4KG","31","3"
"28/11/2025","Jumat","GETUK BASAH 1/2KG","79","46"
"28/11/2025","Jumat","GETUK BASAH 1/4KG","102","17"
"28/11/2025","Jumat","SMALL ORI","94","84"
"28/11/2025","Jumat","SMALL RAWIT","31","17"
"28/11/2025","Jumat","SMALL PINK","51","16"
"28/11/2025","Jumat","SMALL FREE MAN","92","6"
"28/11/2025","Jumat","SMALL YELLOW","110","69"
"28/11/2025","Jumat","MEDIUM ORI","106","97"
"28/11/2025","Jumat","MEDIUM BAKAR","113","72"
"28/11/2025","Jumat","MEDIUM RAWIT","114","48"
"28/11/2025","Jumat","MEDIUM PINK","44","29"
"28/11/2025","Jumat","MEDIUM FREE MAN","63","20"
"28/11/2025","Jumat","MEDIUM YELLOW","48","22"
"28/11/2025","Jumat","JUMBO ORI","34","20"
"28/11/2025","Jumat","JUMBO RAWIT","50","31"
"28/11/2025","Jumat","JUMBO PINK","77","41"
"28/11/2025","Jumat","JUMBO BAKAR","101","43"
"28/11/2025","Jumat","JUMBO FREE MAN","117","81"
"28/11/2025","Jumat","JUMBO YELLOW","89","42"
"28/11/2025","Jumat","RAKSASA ORI","30","20"
"28/11/2025","Jumat","RAKSASA BAKAR","62","29"
"28/11/2025","Jumat","RAKSASA RAWIT","119","51"
"28/11/2025","Jumat","RAKSASA PINK","35","19"
"28/11/2025","Jumat","RAKSASA FREE MAN","66","16"
"28/11/2025","Jumat","RAKSASA YELLOW","44","21"
"28/11/2025","Jumat","SUPER JUMBO ORI","106","56"
"28/11/2025","Jumat","SUPER JUMBO BAKAR","110","45"
"28/11/2025","Jumat","SUPER JUMBO RAWIT","81","30"
"28/11/2025","Jumat","SUPER JUMBO PINK","35","12"
"28/11/2025","Jumat","SUPER JUMBO FREE MAN","77","48"
"28/11/2025","Jumat","SUPER JUMBO YELLOW","83","57"
"28/11/2025","Jumat","GHOSTING","102","54"
"28/11/2025","Jumat","GHOSTING FIRE SMALL","49","10"
"28/11/2025","Jumat","GHOSTING FIRE BIG","39","15"
"28/11/2025","Jumat","GHOSTING GREEN","91","59"
"28/11/2025","Jumat","MOZARELLA","77","19"
"28/11/2025","Jumat","JAHAT ORI","54","28"
"28/11/2025","Jumat","JAHAT BAKAR","74","44"
"28/11/2025","Jumat","SMALL SADIS","115","45"
"28/11/2025","Jumat","MEDIUM SADIS","120","67"
"28/11/2025","Jumat","JUMBO SADIS","102","40"
"28/11/2025","Jumat","SUPER JUMBO SADIS","105","70"
"28/11/2025","Jumat","RAKSASA SADIS","69","20"
"28/11/2025","Jumat","MEGA SADIS","64","32"
"28/11/2025","Jumat","MEGA ORI","88","35"
"28/11/2025","Jumat","Dage SACU varian","44","18"
"28/11/2025","Jumat","Dage SACU Ori","112","39"
"28/11/2025","Jumat","Mendoan SACU Ori","105","75"
"28/11/2025","Jumat","Mendoan SACU Varian","80","54"
"28/11/2025","Jumat","Mendoan Sacu Bakar","108","72"
"28/11/2025","Jumat","FREE MAN BIG","55","3"
"28/11/2025","Jumat","SACU JUMBO","57","17"
"28/11/2025","Jumat","SACU JUMBO SADIS","102","58"
"29/11/2025","Sabtu","GETUK ORI 1 KG","61","61"
"29/11/2025","Sabtu","GETUK ORIGINAL 1/2KG","39","21"
"29/11/2025","Sabtu","GETUK ORIGINAL 1/4KG","114","60"
"29/11/2025","Sabtu","GETUK RASA/MIX 1 KG","63","43"
"29/11/2025","Sabtu","GETUK RASA/MIX 1/2KG","67","43"
"29/11/2025","Sabtu","GETUK RASA/MIX 1/4KG","51","35"
"29/11/2025","Sabtu","GETUK RASA DURIAN 1KG","81","81"
"29/11/2025","Sabtu","GETUK RASA DURIAN 1/2KG","57","36"
"29/11/2025","Sabtu","GETUK RASA DURIAN 1/4KG","92","67"
"29/11/2025","Sabtu","GETUK BASAH 1/2KG","70","22"
"29/11/2025","Sabtu","GETUK BASAH 1/4KG","60","7"
"29/11/2025","Sabtu","SMALL ORI","65","49"
"29/11/2025","Sabtu","SMALL RAWIT","108","68"
"29/11/2025","Sabtu","SMALL PINK","109","44"
"29/11/2025","Sabtu","SMALL FREE MAN","98","9"
"29/11/2025","Sabtu","SMALL YELLOW","55","21"
"29/11/2025","Sabtu","MEDIUM ORI","64","56"
"29/11/2025","Sabtu","MEDIUM BAKAR","55","31"
"29/11/2025","Sabtu","MEDIUM RAWIT","101","36"
"29/11/2025","Sabtu","MEDIUM PINK","50","20"
"29/11/2025","Sabtu","MEDIUM FREE MAN","92","32"
"29/11/2025","Sabtu","MEDIUM YELLOW","84","43"
"29/11/2025","Sabtu","JUMBO ORI","109","104"
"29/11/2025","Sabtu","JUMBO RAWIT","54","37"
"29/11/2025","Sabtu","JUMBO PINK","33","9"
"29/11/2025","Sabtu","JUMBO BAKAR","113","58"
"29/11/2025","Sabtu","JUMBO FREE MAN","79","48"
"29/11/2025","Sabtu","JUMBO YELLOW","113","75"
"29/11/2025","Sabtu","RAKSASA ORI","96","50"
"29/11/2025","Sabtu","RAKSASA BAKAR","75","51"
"29/11/2025","Sabtu","RAKSASA RAWIT","74","28"
"29/11/2025","Sabtu","RAKSASA PINK","36","12"
"29/11/2025","Sabtu","RAKSASA FREE MAN","45","4"
"29/11/2025","Sabtu","RAKSASA YELLOW","114","55"
"29/11/2025","Sabtu","SUPER JUMBO ORI","31","20"
"29/11/2025","Sabtu","SUPER JUMBO BAKAR","90","29"
"29/11/2025","Sabtu","SUPER JUMBO RAWIT","35","13"
"29/11/2025","Sabtu","SUPER JUMBO PINK","90","57"
"29/11/2025","Sabtu","SUPER JUMBO FREE MAN","101","42"
"29/11/2025","Sabtu","SUPER JUMBO YELLOW","66","45"
"29/11/2025","Sabtu","GHOSTING","120","37"
"29/11/2025","Sabtu","GHOSTING FIRE SMALL","52","41"
"29/11/2025","Sabtu","GHOSTING FIRE BIG","53","48"
"29/11/2025","Sabtu","GHOSTING GREEN","96","59"
"29/11/2025","Sabtu","MOZARELLA","63","62"
"29/11/2025","Sabtu","JAHAT ORI","109","34"
"29/11/2025","Sabtu","JAHAT BAKAR","110","60"
"29/11/2025","Sabtu","SMALL SADIS","96","30"
"29/11/2025","Sabtu","MEDIUM SADIS","34","11"
"29/11/2025","Sabtu","JUMBO SADIS","98","65"
"29/11/2025","Sabtu","SUPER JUMBO SADIS","94","56"
"29/11/2025","Sabtu","RAKSASA SADIS","117","62"
"29/11/2025","Sabtu","MEGA SADIS","93","46"
"29/11/2025","Sabtu","MEGA ORI","65","33"
"29/11/2025","Sabtu","Dage SACU varian","49","33"
"29/11/2025","Sabtu","Dage SACU Ori","97","56"
"29/11/2025","Sabtu","Mendoan SACU Ori","96","64"
"29/11/2025","Sabtu","Mendoan SACU Varian","88","48"
"29/11/2025","Sabtu","Mendoan Sacu Bakar","53","31"
"29/11/2025","Sabtu","FREE MAN BIG","118","13"
"29/11/2025","Sabtu","SACU JUMBO","49","20"
"29/11/2025","Sabtu","SACU JUMBO SADIS","93","40"
"30/11/2025","Minggu","GETUK ORI 1 KG","44","28"
"30/11/2025","Minggu","GETUK ORIGINAL 1/2KG","93","52"
"30/11/2025","Minggu","GETUK ORIGINAL 1/4KG","58","31"
"30/11/2025","Minggu","GETUK RASA/MIX 1 KG","48","46"
"30/11/2025","Minggu","GETUK RASA/MIX 1/2KG","109","68"
"30/11/2025","Minggu","GETUK RASA/MIX 1/4KG","90","51"
"30/11/2025","Minggu","GETUK RASA DURIAN 1KG","79","44"
"30/11/2025","Minggu","GETUK RASA DURIAN 1/2KG","51","35"
"30/11/2025","Minggu","GETUK RASA DURIAN 1/4KG","66","37"
"30/11/2025","Minggu","GETUK BASAH 1/2KG","38","17"
"30/11/2025","Minggu","GETUK BASAH 1/4KG","113","5"
"30/11/2025","Minggu","SMALL ORI","109","76"
"30/11/2025","Minggu","SMALL RAWIT","104","49"
"30/11/2025","Minggu","SMALL PINK","77","47"
"30/11/2025","Minggu","SMALL FREE MAN","100","6"
"30/11/2025","Minggu","SMALL YELLOW","69","32"
"30/11/2025","Minggu","MEDIUM ORI","113","110"
"30/11/2025","Minggu","MEDIUM BAKAR","96","67"
"30/11/2025","Minggu","MEDIUM RAWIT","53","15"
"30/11/2025","Minggu","MEDIUM PINK","108","38"
"30/11/2025","Minggu","MEDIUM FREE MAN","59","38"
"30/11/2025","Minggu","MEDIUM YELLOW","52","18"
"30/11/2025","Minggu","JUMBO ORI","94","57"
"30/11/2025","Minggu","JUMBO RAWIT","112","52"
"30/11/2025","Minggu","JUMBO PINK","51","23"
"30/11/2025","Minggu","JUMBO BAKAR","92","41"
"30/11/2025","Minggu","JUMBO FREE MAN","61","35"
"30/11/2025","Minggu","JUMBO YELLOW","46","17"
"30/11/2025","Minggu","RAKSASA ORI","41","16"
"30/11/2025","Minggu","RAKSASA BAKAR","64","40"
"30/11/2025","Minggu","RAKSASA RAWIT","58","40"
"30/11/2025","Minggu","RAKSASA PINK","47","17"
"30/11/2025","Minggu","RAKSASA FREE MAN","109","21"
"30/11/2025","Minggu","RAKSASA YELLOW","56","39"
"30/11/2025","Minggu","SUPER JUMBO ORI","73","40"
"30/11/2025","Minggu","SUPER JUMBO BAKAR","91","57"
"30/11/2025","Minggu","SUPER JUMBO RAWIT","104","68"
"30/11/2025","Minggu","SUPER JUMBO PINK","40","26"
"30/11/2025","Minggu","SUPER JUMBO FREE MAN","81","53"
"30/11/2025","Minggu","SUPER JUMBO YELLOW","118","76"
"30/11/2025","Minggu","GHOSTING","56","18"
"30/11/2025","Minggu","GHOSTING FIRE SMALL","40","29"
"30/11/2025","Minggu","GHOSTING FIRE BIG","89","54"
"30/11/2025","Minggu","GHOSTING GREEN","74","32"
"30/11/2025","Minggu","MOZARELLA","82","79"
"30/11/2025","Minggu","JAHAT ORI","30","13"
"30/11/2025","Minggu","JAHAT BAKAR","108","71"
"30/11/2025","Minggu","SMALL SADIS","46","27"
"30/11/2025","Minggu","MEDIUM SADIS","93","47"
"30/11/2025","Minggu","JUMBO SADIS","115","55"
"30/11/2025","Minggu","SUPER JUMBO SADIS","63","27"
"30/11/2025","Minggu","RAKSASA SADIS","84","31"
"30/11/2025","Minggu","MEGA SADIS","50","30"
"30/11/2025","Minggu","MEGA ORI","85","51"
"30/11/2025","Minggu","Dage SACU varian","118","70"
"30/11/2025","Minggu","Dage SACU Ori","37","24"
"30/11/2025","Minggu","Mendoan SACU Ori","87","72"
"30/11/2025","Minggu","Mendoan SACU Varian","30","10"
"30/11/2025","Minggu","Mendoan Sacu Bakar","90","31"
"30/11/2025","Minggu","FREE MAN BIG","43","3"
"30/11/2025","Minggu","SACU JUMBO","34","14"
"30/11/2025","Minggu","SACU JUMBO SADIS","77","25"
"1/12/2025","Senin","GETUK ORI 1 KG","116","108"
"1/12/2025","Senin","GETUK ORIGINAL 1/2KG","92","34"
"1/12/2025","Senin","GETUK ORIGINAL 1/4KG","69","41"
"1/12/2025","Senin","GETUK RASA/MIX 1 KG","119","73"
"1/12/2025","Senin","GETUK RASA/MIX 1/2KG","102","47"
"1/12/2025","Senin","GETUK RASA/MIX 1/4KG","39","16"
"1/12/2025","Senin","GETUK RASA DURIAN 1KG","93","25"
"1/12/2025","Senin","GETUK RASA DURIAN 1/2KG","98","1"
"1/12/2025","Senin","GETUK RASA DURIAN 1/4KG","36","8"
"1/12/2025","Senin","GETUK BASAH 1/2KG","90","30"
"1/12/2025","Senin","GETUK BASAH 1/4KG","66","7"
"1/12/2025","Senin","SMALL ORI","91","81"
"1/12/2025","Senin","SMALL RAWIT","87","31"
"1/12/2025","Senin","SMALL PINK","37","20"
"1/12/2025","Senin","SMALL FREE MAN","72","4"
"1/12/2025","Senin","SMALL YELLOW","75","33"
"1/12/2025","Senin","MEDIUM ORI","69","52"
"1/12/2025","Senin","MEDIUM BAKAR","116","57"
"1/12/2025","Senin","MEDIUM RAWIT","89","38"
"1/12/2025","Senin","MEDIUM PINK","52","25"
"1/12/2025","Senin","MEDIUM FREE MAN","37","20"
"1/12/2025","Senin","MEDIUM YELLOW","48","24"
"1/12/2025","Senin","JUMBO ORI","40","37"
"1/12/2025","Senin","JUMBO RAWIT","35","23"
"1/12/2025","Senin","JUMBO PINK","111","72"
"1/12/2025","Senin","JUMBO BAKAR","70","45"
"1/12/2025","Senin","JUMBO FREE MAN","48","21"
"1/12/2025","Senin","JUMBO YELLOW","67","25"
"1/12/2025","Senin","RAKSASA ORI","30","20"
"1/12/2025","Senin","RAKSASA BAKAR","57","36"
"1/12/2025","Senin","RAKSASA RAWIT","40","19"
"1/12/2025","Senin","RAKSASA PINK","44","16"
"1/12/2025","Senin","RAKSASA FREE MAN","119","0"
"1/12/2025","Senin","RAKSASA YELLOW","63","28"
"1/12/2025","Senin","SUPER JUMBO ORI","101","55"
"1/12/2025","Senin","SUPER JUMBO BAKAR","49","25"
"1/12/2025","Senin","SUPER JUMBO RAWIT","79","51"
"1/12/2025","Senin","SUPER JUMBO PINK","68","26"
"1/12/2025","Senin","SUPER JUMBO FREE MAN","37","23"
"1/12/2025","Senin","SUPER JUMBO YELLOW","43","16"
"1/12/2025","Senin","GHOSTING","36","25"
"1/12/2025","Senin","GHOSTING FIRE SMALL","86","8"
"1/12/2025","Senin","GHOSTING FIRE BIG","40","5"
"1/12/2025","Senin","GHOSTING GREEN","81","44"
"1/12/2025","Senin","MOZARELLA","86","10"
"1/12/2025","Senin","JAHAT ORI","107","59"
"1/12/2025","Senin","JAHAT BAKAR","108","71"
"1/12/2025","Senin","SMALL SADIS","80","38"
"1/12/2025","Senin","MEDIUM SADIS","118","81"
"1/12/2025","Senin","JUMBO SADIS","79","36"
"1/12/2025","Senin","SUPER JUMBO SADIS","78","47"
"1/12/2025","Senin","RAKSASA SADIS","37","17"
"1/12/2025","Senin","MEGA SADIS","106","63"
"1/12/2025","Senin","MEGA ORI","72","40"
"1/12/2025","Senin","Dage SACU varian","79","53"
"1/12/2025","Senin","Dage SACU Ori","108","40"
"1/12/2025","Senin","Mendoan SACU Ori","42","25"
"1/12/2025","Senin","Mendoan SACU Varian","54","26"
"1/12/2025","Senin","Mendoan Sacu Bakar","119","65"
"1/12/2025","Senin","FREE MAN BIG","99","21"
"1/12/2025","Senin","SACU JUMBO","107","74"
"1/12/2025","Senin","SACU JUMBO SADIS","43","25"
"2/12/2025","Selasa","GETUK ORI 1 KG","48","43"
"2/12/2025","Selasa","GETUK ORIGINAL 1/2KG","57","28"
"2/12/2025","Selasa","GETUK ORIGINAL 1/4KG","41","24"
"2/12/2025","Selasa","GETUK RASA/MIX 1 KG","111","93"
"2/12/2025","Selasa","GETUK RASA/MIX 1/2KG","49","23"
"2/12/2025","Selasa","GETUK RASA/MIX 1/4KG","76","41"
"2/12/2025","Selasa","GETUK RASA DURIAN 1KG","49","2"
"2/12/2025","Selasa","GETUK RASA DURIAN 1/2KG","59","23"
"2/12/2025","Selasa","GETUK RASA DURIAN 1/4KG","31","9"
"2/12/2025","Selasa","GETUK BASAH 1/2KG","101","59"
"2/12/2025","Selasa","GETUK BASAH 1/4KG","96","16"
"2/12/2025","Selasa","SMALL ORI","50","32"
"2/12/2025","Selasa","SMALL RAWIT","31","21"
"2/12/2025","Selasa","SMALL PINK","97","37"
"2/12/2025","Selasa","SMALL FREE MAN","61","16"
"2/12/2025","Selasa","SMALL YELLOW","51","29"
"2/12/2025","Selasa","MEDIUM ORI","92","65"
"2/12/2025","Selasa","MEDIUM BAKAR","69","41"
"2/12/2025","Selasa","MEDIUM RAWIT","108","60"
"2/12/2025","Selasa","MEDIUM PINK","44","20"
"2/12/2025","Selasa","MEDIUM FREE MAN","118","60"
"2/12/2025","Selasa","MEDIUM YELLOW","98","56"
"2/12/2025","Selasa","JUMBO ORI","118","100"
"2/12/2025","Selasa","JUMBO RAWIT","42","26"
"2/12/2025","Selasa","JUMBO PINK","47","17"
"2/12/2025","Selasa","JUMBO BAKAR","99","59"
"2/12/2025","Selasa","JUMBO FREE MAN","60","23"
"2/12/2025","Selasa","JUMBO YELLOW","33","19"
"2/12/2025","Selasa","RAKSASA ORI","115","69"
"2/12/2025","Selasa","RAKSASA BAKAR","105","42"
"2/12/2025","Selasa","RAKSASA RAWIT","102","42"
"2/12/2025","Selasa","RAKSASA PINK","33","13"
"2/12/2025","Selasa","RAKSASA FREE MAN","82","15"
"2/12/2025","Selasa","RAKSASA YELLOW","40","26"
"2/12/2025","Selasa","SUPER JUMBO ORI","72","50"
"2/12/2025","Selasa","SUPER JUMBO BAKAR","44","14"
"2/12/2025","Selasa","SUPER JUMBO RAWIT","119","55"
"2/12/2025","Selasa","SUPER JUMBO PINK","116","64"
"2/12/2025","Selasa","SUPER JUMBO FREE MAN","63","35"
"2/12/2025","Selasa","SUPER JUMBO YELLOW","100","44"
"2/12/2025","Selasa","GHOSTING","77","24"
"2/12/2025","Selasa","GHOSTING FIRE SMALL","120","3"
"2/12/2025","Selasa","GHOSTING FIRE BIG","50","12"
"2/12/2025","Selasa","GHOSTING GREEN","106","49"
"2/12/2025","Selasa","MOZARELLA","67","9"
"2/12/2025","Selasa","JAHAT ORI","58","25"
"2/12/2025","Selasa","JAHAT BAKAR","83","56"
"2/12/2025","Selasa","SMALL SADIS","102","54"
"2/12/2025","Selasa","MEDIUM SADIS","30","11"
"2/12/2025","Selasa","JUMBO SADIS","108","64"
"2/12/2025","Selasa","SUPER JUMBO SADIS","70","46"
"2/12/2025","Selasa","RAKSASA SADIS","45","15"
"2/12/2025","Selasa","MEGA SADIS","33","18"
"2/12/2025","Selasa","MEGA ORI","106","73"
"2/12/2025","Selasa","Dage SACU varian","45","14"
"2/12/2025","Selasa","Dage SACU Ori","108","43"
"2/12/2025","Selasa","Mendoan SACU Ori","91","74"
"2/12/2025","Selasa","Mendoan SACU Varian","71","22"
"2/12/2025","Selasa","Mendoan Sacu Bakar","105","55"
"2/12/2025","Selasa","FREE MAN BIG","107","7"
"2/12/2025","Selasa","SACU JUMBO","64","24"
"2/12/2025","Selasa","SACU JUMBO SADIS","43","22"
"3/12/2025","Rabu","GETUK ORI 1 KG","73","60"
"3/12/2025","Rabu","GETUK ORIGINAL 1/2KG","70","30"
"3/12/2025","Rabu","GETUK ORIGINAL 1/4KG","51","31"
"3/12/2025","Rabu","GETUK RASA/MIX 1 KG","76","61"
"3/12/2025","Rabu","GETUK RASA/MIX 1/2KG","48","16"
"3/12/2025","Rabu","GETUK RASA/MIX 1/4KG","52","28"
"3/12/2025","Rabu","GETUK RASA DURIAN 1KG","98","37"
"3/12/2025","Rabu","GETUK RASA DURIAN 1/2KG","97","7"
"3/12/2025","Rabu","GETUK RASA DURIAN 1/4KG","90","20"
"3/12/2025","Rabu","GETUK BASAH 1/2KG","74","39"
"3/12/2025","Rabu","GETUK BASAH 1/4KG","92","8"
"3/12/2025","Rabu","SMALL ORI","92","81"
"3/12/2025","Rabu","SMALL RAWIT","40","17"
"3/12/2025","Rabu","SMALL PINK","89","41"
"3/12/2025","Rabu","SMALL FREE MAN","105","28"
"3/12/2025","Rabu","SMALL YELLOW","58","27"
"3/12/2025","Rabu","MEDIUM ORI","81","69"
"3/12/2025","Rabu","MEDIUM BAKAR","113","49"
"3/12/2025","Rabu","MEDIUM RAWIT","49","34"
"3/12/2025","Rabu","MEDIUM PINK","98","40"
"3/12/2025","Rabu","MEDIUM FREE MAN","100","47"
"3/12/2025","Rabu","MEDIUM YELLOW","88","40"
"3/12/2025","Rabu","JUMBO ORI","101","90"
"3/12/2025","Rabu","JUMBO RAWIT","65","26"
"3/12/2025","Rabu","JUMBO PINK","94","28"
"3/12/2025","Rabu","JUMBO BAKAR","97","39"
"3/12/2025","Rabu","JUMBO FREE MAN","50","35"
"3/12/2025","Rabu","JUMBO YELLOW","117","74"
"3/12/2025","Rabu","RAKSASA ORI","86","60"
"3/12/2025","Rabu","RAKSASA BAKAR","78","23"
"3/12/2025","Rabu","RAKSASA RAWIT","94","55"
"3/12/2025","Rabu","RAKSASA PINK","56","38"
"3/12/2025","Rabu","RAKSASA FREE MAN","70","15"
"3/12/2025","Rabu","RAKSASA YELLOW","117","40"
"3/12/2025","Rabu","SUPER JUMBO ORI","40","17"
"3/12/2025","Rabu","SUPER JUMBO BAKAR","85","38"
"3/12/2025","Rabu","SUPER JUMBO RAWIT","41","22"
"3/12/2025","Rabu","SUPER JUMBO PINK","34","14"
"3/12/2025","Rabu","SUPER JUMBO FREE MAN","56","38"
"3/12/2025","Rabu","SUPER JUMBO YELLOW","52","29"
"3/12/2025","Rabu","GHOSTING","62","28"
"3/12/2025","Rabu","GHOSTING FIRE SMALL","75","12"
"3/12/2025","Rabu","GHOSTING FIRE BIG","105","17"
"3/12/2025","Rabu","GHOSTING GREEN","75","28"
"3/12/2025","Rabu","MOZARELLA","100","24"
"3/12/2025","Rabu","JAHAT ORI","35","19"
"3/12/2025","Rabu","JAHAT BAKAR","69","27"
"3/12/2025","Rabu","SMALL SADIS","45","24"
"3/12/2025","Rabu","MEDIUM SADIS","30","20"
"3/12/2025","Rabu","JUMBO SADIS","93","29"
"3/12/2025","Rabu","SUPER JUMBO SADIS","42","26"
"3/12/2025","Rabu","RAKSASA SADIS","113","55"
"3/12/2025","Rabu","MEGA SADIS","76","34"
"3/12/2025","Rabu","MEGA ORI","96","61"
"3/12/2025","Rabu","Dage SACU varian","39","11"
"3/12/2025","Rabu","Dage SACU Ori","53","15"
"3/12/2025","Rabu","Mendoan SACU Ori","68","48"
"3/12/2025","Rabu","Mendoan SACU Varian","32","9"
"3/12/2025","Rabu","Mendoan Sacu Bakar","111","54"
"3/12/2025","Rabu","FREE MAN BIG","113","0"
"3/12/2025","Rabu","SACU JUMBO","52","21"
"3/12/2025","Rabu","SACU JUMBO SADIS","110","71"
"4/12/2025","Kamis","GETUK ORI 1 KG","30","20"
"4/12/2025","Kamis","GETUK ORIGINAL 1/2KG","79","30"
"4/12/2025","Kamis","GETUK ORIGINAL 1/4KG","91","47"
"4/12/2025","Kamis","GETUK RASA/MIX 1 KG","72","48"
"4/12/2025","Kamis","GETUK RASA/MIX 1/2KG","60","39"
"4/12/2025","Kamis","GETUK RASA/MIX 1/4KG","101","65"
"4/12/2025","Kamis","GETUK RASA DURIAN 1KG","120","6"
"4/12/2025","Kamis","GETUK RASA DURIAN 1/2KG","58","21"
"4/12/2025","Kamis","GETUK RASA DURIAN 1/4KG","49","18"
"4/12/2025","Kamis","GETUK BASAH 1/2KG","105","43"
"4/12/2025","Kamis","GETUK BASAH 1/4KG","65","17"
"4/12/2025","Kamis","SMALL ORI","99","87"
"4/12/2025","Kamis","SMALL RAWIT","90","46"
"4/12/2025","Kamis","SMALL PINK","88","26"
"4/12/2025","Kamis","SMALL FREE MAN","59","16"
"4/12/2025","Kamis","SMALL YELLOW","66","22"
"4/12/2025","Kamis","MEDIUM ORI","40","40"
"4/12/2025","Kamis","MEDIUM BAKAR","118","68"
"4/12/2025","Kamis","MEDIUM RAWIT","114","79"
"4/12/2025","Kamis","MEDIUM PINK","86","49"
"4/12/2025","Kamis","MEDIUM FREE MAN","38","11"
"4/12/2025","Kamis","MEDIUM YELLOW","118","44"
"4/12/2025","Kamis","JUMBO ORI","91","60"
"4/12/2025","Kamis","JUMBO RAWIT","113","60"
"4/12/2025","Kamis","JUMBO PINK","42","15"
"4/12/2025","Kamis","JUMBO BAKAR","57","32"
"4/12/2025","Kamis","JUMBO FREE MAN","64","43"
"4/12/2025","Kamis","JUMBO YELLOW","109","67"
"4/12/2025","Kamis","RAKSASA ORI","116","41"
"4/12/2025","Kamis","RAKSASA BAKAR","81","29"
"4/12/2025","Kamis","RAKSASA RAWIT","98","29"
"4/12/2025","Kamis","RAKSASA PINK","120","84"
"4/12/2025","Kamis","RAKSASA FREE MAN","65","19"
"4/12/2025","Kamis","RAKSASA YELLOW","110","38"
"4/12/2025","Kamis","SUPER JUMBO ORI","44","16"
"4/12/2025","Kamis","SUPER JUMBO BAKAR","118","62"
"4/12/2025","Kamis","SUPER JUMBO RAWIT","118","58"
"4/12/2025","Kamis","SUPER JUMBO PINK","46","31"
"4/12/2025","Kamis","SUPER JUMBO FREE MAN","94","28"
"4/12/2025","Kamis","SUPER JUMBO YELLOW","96","37"
"4/12/2025","Kamis","GHOSTING","92","55"
"4/12/2025","Kamis","GHOSTING FIRE SMALL","68","27"
"4/12/2025","Kamis","GHOSTING FIRE BIG","87","10"
"4/12/2025","Kamis","GHOSTING GREEN","51","31"
"4/12/2025","Kamis","MOZARELLA","90","1"
"4/12/2025","Kamis","JAHAT ORI","108","42"
"4/12/2025","Kamis","JAHAT BAKAR","120","57"
"4/12/2025","Kamis","SMALL SADIS","42","13"
"4/12/2025","Kamis","MEDIUM SADIS","34","10"
"4/12/2025","Kamis","JUMBO SADIS","81","41"
"4/12/2025","Kamis","SUPER JUMBO SADIS","83","28"
"4/12/2025","Kamis","RAKSASA SADIS","77","48"
"4/12/2025","Kamis","MEGA SADIS","90","40"
"4/12/2025","Kamis","MEGA ORI","40","27"
"4/12/2025","Kamis","Dage SACU varian","83","36"
"4/12/2025","Kamis","Dage SACU Ori","74","36"
"4/12/2025","Kamis","Mendoan SACU Ori","56","39"
"4/12/2025","Kamis","Mendoan SACU Varian","103","30"
"4/12/2025","Kamis","Mendoan Sacu Bakar","33","20"
"4/12/2025","Kamis","FREE MAN BIG","61","10"
"4/12/2025","Kamis","SACU JUMBO","107","49"
"4/12/2025","Kamis","SACU JUMBO SADIS","58","24"
"5/12/2025","Jumat","GETUK ORI 1 KG","94","72"
"5/12/2025","Jumat","GETUK ORIGINAL 1/2KG","42","23"
"5/12/2025","Jumat","GETUK ORIGINAL 1/4KG","74","35"
"5/12/2025","Jumat","GETUK RASA/MIX 1 KG","95","61"
"5/12/2025","Jumat","GETUK RASA/MIX 1/2KG","43","30"
"5/12/2025","Jumat","GETUK RASA/MIX 1/4KG","43","28"
"5/12/2025","Jumat","GETUK RASA DURIAN 1KG","119","34"
"5/12/2025","Jumat","GETUK RASA DURIAN 1/2KG","118","27"
"5/12/2025","Jumat","GETUK RASA DURIAN 1/4KG","37","13"
"5/12/2025","Jumat","GETUK BASAH 1/2KG","70","26"
"5/12/2025","Jumat","GETUK BASAH 1/4KG","70","15"
"5/12/2025","Jumat","SMALL ORI","111","81"
"5/12/2025","Jumat","SMALL RAWIT","80","24"
"5/12/2025","Jumat","SMALL PINK","104","31"
"5/12/2025","Jumat","SMALL FREE MAN","54","16"
"5/12/2025","Jumat","SMALL YELLOW","115","57"
"5/12/2025","Jumat","MEDIUM ORI","112","70"
"5/12/2025","Jumat","MEDIUM BAKAR","115","47"
